85089120 2658269671 34895277
135167317 4598697054 52291338
167387301 5518040679 64788483
201306318 6087707841 78862929
240499092 6887009828 94386440
268538947 8507001285 104617057
294991782 9088160534 114757391
318001918 9419353536 123914125
339625206 9757361923 133393515
360027322 10013451100 141983334
377572235 10203870959 148768510
395206541 10680414048 156556993
415399424 11104817378 164041937
431203614 11323075846 170670452
445404804 11479961083 176384616
462210103 11639522746 183771149
484687586 12106712797 193093994
499957538 12311405608 198348247
516194156 12544666616 204919173
527897739 12659636679 209400464
539996255 12803547311 214255725
558810235 13034414725 221579203
570701033 13134473380 226699724
586482187 13324404176 232675619
602323757 13604837246 239135347
615312691 13805783390 244065320
627644477 13953219101 249195310
638865173 14162185374 253821626
651889613 14307219173 259133425
663426670 15015898109 264485019
674178105 15113223167 269007466
683923274 15194980306 273033225
693220958 15296721291 276961520
704846023 15429754415 281783824
718137851 15759140142 287477006
726353034 15842900083 290857483
737489188 15979925493 296028781
748071201 16097210915 300269117
757896015 16208579765 304499339
768379532 16324385230 308917460
778115160 16417705279 313071308
787576154 16564553726 317134338
795651097 16653852536 320585460
809389682 16892640544 326002754
816931687 16980905316 329149838
825714095 17073733869 333251060
833116597 17162686495 336116038
841996678 17244550301 340121669
854329485 17970734341 345116665
861754365 18043575592 348209095
870151173 18162143578 351885767
880240102 18516763178 355631078
889221233 18667969293 359352147
898581822 18933060392 363001035
907717382 19013182074 367109521
916698913 19114713152 370679063
923117519 19162229511 373715521
929425775 19232972503 376566722
939778192 19427186375 381487990
949978934 19529051156 385714762
958381557 19662403495 388938493
965947409 19790889939 391888776
982268280 19966026629 402101609
990202367 20039419006 405369748
998957948 20137100273 409257584
1005972754 20233536144 412253930
1015528596 20630421614 416589666
1023820256 20686843017 419924649
1029291325 20744793754 422283898
1036660986 20821888662 425502840
1043047060 20887803979 428334752
1050034073 20954796898 431094445
1057096186 21172817920 434065305
1065660715 21228972804 438744053
1071654390 21276343982 441546493
1079633587 21375411927 445248026
1085733226 21446029279 447737371
1093222799 21500275532 451504524
1099426270 21570770922 454169290
1105794049 21620198710 456699946
1111266652 21670928291 459044739
1118675973 21792094299 462566208
1125555047 21856656978 465361171
1132657083 22037355939 468452618
1139558426 22109016331 471453945
1145333735 22178242060 473984028
1152639360 22261526149 476868916
1159077428 22312039048 479443304
1164960106 22361760553 482244607
1172632247 22575325515 484748365
1177971414 22651171301 487036305
1182690335 22689958316 489073710
1188834402 22771958150 491627040
1198180264 22852151974 497749546
1203070020 22899048029 499902204
1208814926 22940745252 502396333
1216790481 23036393434 506090184
1222375713 23088515891 508513813
1227755793 23124698086 511223105
1232945590 23166777860 513478342
1238006644 23230508558 515682536
1242459327 23264372677 517583908
1247968321 23322209930 520041945
1254121893 23390207877 522768177
1260339005 23492823639 525400978
1266187810 23536039883 528008854
1270707042 23566891638 530164832
1276968072 23619317001 532827873
1281840113 23667175686 534936489
1286965679 23713889366 537147992
1292313592 23754344012 539500321
1297301547 23797494320 541623858
1302130897 23844798822 543555744
1308264763 23931772538 545942059
1313951502 23980324559 548322222
1319093699 24014443095 550719833
1323174399 24060663468 552763881
1331989736 24162011155 558693890
1336406390 24205379511 560492527
1342247558 24804313282 562565433
1347479244 24844079938 565129409
1352755685 24972358962 567527687
1360678244 25113835372 571002036
1366025570 25158548795 573336414
1371724527 25210928110 575744134
1377746126 25246306264 578866495
1382303890 25309373015 580940157
1387112717 25405425576 582875874
1394384766 25467133338 585581299
1398857910 25497933114 587701732
1403408063 25530474603 589523325
1409293837 25848687011 591719401
1414005840 25905278250 593805398
