61555758 1713711176 23409725
108169581 4067727734 41291793
153721234 4819176911 57223904
186342583 5480336866 70960966
214261142 6035554671 81752639
244386562 7278593830 94951862
272515844 7742518883 106919759
299643602 8458635425 116773868
323429381 8819461308 126411561
340925413 9042411454 133487774
362653138 9733476504 142512756
383293439 10000464640 151595566
404457732 10741264306 159828732
418757446 10900773661 165407002
437420709 11180902082 172748476
461151966 12282076695 181356753
480786370 13037760297 189063388
495569870 13275868177 195348317
510592216 13421821107 202081185
523342890 13597071390 207223134
536421929 13746037040 212540999
548953059 13879391104 217953797
562144282 14239772339 223205072
580770715 14409929637 231636658
596690481 14810807942 237854864
608250061 14907943217 242869019
619815039 15027465482 247929814
629342299 15422690827 252025026
640739307 15569779197 257042654
649863398 15665760080 260574813
659416603 15829575289 264440260
668696411 15929647557 268297420
683416827 16108192653 275321754
693990322 16216208391 279832926
705739831 16397335260 284919699
717090769 16547700578 289679102
728411577 16687813033 293716342
736522118 16782291348 297132175
747402150 16885252489 301613783
756476441 16985239158 305193559
763390222 17035567623 308309758
773383121 17222237062 312483042
782393291 17312038058 316909727
792392298 17504929800 321031581
800355315 17567679418 324718218
811566689 18578077381 329648920
821065584 18667871550 333490266
828657642 18891700934 336672368
836887057 18996047836 340295726
846491717 19109404694 344770782
855147295 19233138977 348080793
863996243 19395378026 351882061
872358396 19497315770 355432242
879356080 19558138837 358285919
889548737 19652653009 361938348
899370982 19838480344 366056798
906175441 19890416600 369098271
915355385 19971069746 373462793
924168570 20046979191 377393442
931236730 20096058645 380901062
943017876 20189395970 388047801
951333871 20329671225 391456457
958791327 20417451073 394459684
965507568 20524817326 397583169
975420256 20603581518 403425122
982217767 20659767494 406508818
988126985 20730779985 409032059
995021351 20825385192 411900193
1001299260 20892080543 414519812
1011673506 21102440487 420770324
1017974125 21146497724 423957876
1024750213 21206981131 426559596
1030730384 21494934800 429118151
1037230374 21587886723 431720172
1043211863 21647677803 434428684
1051825399 21735918137 438184315
1057976914 21956875529 440846397
1067222501 22075182573 444734496
1076438101 22320133274 448381103
1083339798 22446400240 450843102
1089017149 22523271194 453283858
1096062953 22592439872 456193232
1102838201 22645567612 459480071
1114244349 22784414739 464120529
1119706930 22863421289 466489608
1124307236 22902602744 468721459
1131007617 22974958973 470968016
1136257526 23018958349 473225294
1141690912 23070621551 475595390
1147822031 23141618066 478301466
1157859689 23556843826 482882003
1165175637 23638951611 486107340
1172985445 23693837992 490053149
1178824981 23744533211 492595687
1184035300 23782189947 494891752
1189385406 23912518934 497115490
1194916411 23957745972 499521385
1201474911 24045372301 502211459
1207438284 24109582200 504793385
1216276439 24233910172 509862995
1221858321 24289160330 512321281
1228109147 24343880463 515094144
1233514795 24387544211 517307025
1239211360 24438740522 519763802
1246088565 24489727976 522564244
1253239746 24550197560 526210998
1257830704 24587959435 528245800
1262818637 24791543705 530554605
1268843589 24840015780 533768445
1274831696 25476028144 536504248
1279974724 25516594011 538679470
1284937182 25569965540 540881329
1292073009 25667862759 543630392
1298766116 25718248601 546369744
1303510713 25748161420 548677002
1308526121 25793172601 550853089
1314010755 25866286320 553417785
1319856681 25905180726 556076054
1326518528 26138294706 558165823
1333779793 26196097495 561431743
1338326165 26226948918 563535791
1343649233 26334778907 565807310
1348710039 26373129312 568087342
1353420829 26412780249 570105159
1358882697 26470900505 572435147
1364835372 26516796967 575512891
1370405478 26600830603 578376490
1375984687 26640885208 580952439
1379780980 26669372208 582640954
1384592046 26732918466 584671231
1389918253 26787193388 586726191
1394298019 26826321951 588637034
1399718105 26863971727 590908093
1405136797 26951292733 593537486
1414828356 27008473275 598301805
1421061022 27049690385 601564555
1430537374 27129482140 607608831
1435654460 27171005056 610063945
1440149315 27209950996 611868809
1444843632 27250805733 614139940
1450085311 27327915182 616100361
1454543067 27372636154 618091252
1458334430 27399320970 619706840
1463291089 27447782563 621825177
1468091004 27515629745 623950356
1473417848 27558533343 626381911
1482348132 27613791401 632614405
1492806857 27774700572 638703767
1497019870 27802264893 640539879
1501038747 27823054936 642512341
1506971432 27881104340 645499400
1510972511 27908315811 647501184
1514964943 27948881315 649217763
1524117161 28053564954 652331327
1528440607 28094448856 654247379
1532698668 28132600176 656184079
1538494255 28281725720 658336052
1543761500 28333180939 661057687
1547544310 28352200827 663009926
1552028916 28378587092 665253185
1556462930 28441240558 666957874
1561588910 28495203888 669078851
1566926831 28562368330 671403123
1572424830 28726496537 673620558
1577799891 28779142996 676047714
1583403544 28929366378 678098979
1588091212 28970132879 679850924
1592398894 29116166800 681486801
1596628581 29160633586 683479084
1602116291 29239411075 685211116
1607459431 29331707029 688082629
1610981182 29438792171 689698642
1615366753 29465525989 691516884
1620130471 29524517757 693640842
1623488486 29544854661 695203080
1626690133 29565545280 696576532
1631878621 29694010638 698688219
1635401922 29721721249 700174795
1639340934 29750904495 701986950
1642829111 29772983174 703519812
1646690237 29793778822 705321385
1650543630 29822839454 707029339
1655430023 29972086942 709047620
1659270286 30003571571 710810725
1663759951 30040974492 713133904
